job,marital,education,default,housing,loan,contact,month,poutcome,deposit
self-employed,married,secondary,no,yes,no,unknown,jun,unknown,yes
blue-collar,married,primary,no,no,no,cellular,may,failure,yes
blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,yes
admin.,married,unknown,no,no,no,cellular,aug,unknown,yes
entrepreneur,married,secondary,no,yes,no,cellular,apr,unknown,yes
technician,married,tertiary,no,no,no,cellular,oct,failure,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,single,secondary,no,yes,no,unknown,may,unknown,yes
retired,divorced,primary,no,no,no,cellular,nov,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,sep,success,yes
management,single,tertiary,no,yes,no,cellular,apr,failure,yes
housemaid,married,primary,no,no,no,cellular,jan,unknown,yes
student,single,secondary,no,no,no,cellular,oct,success,yes
student,single,primary,no,no,no,telephone,jan,success,yes
entrepreneur,divorced,secondary,no,yes,no,cellular,may,unknown,yes
blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,yes
blue-collar,divorced,primary,no,no,no,telephone,nov,success,yes
admin.,single,secondary,no,no,no,cellular,feb,unknown,yes
retired,married,primary,no,no,no,cellular,apr,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,jul,unknown,yes
unemployed,married,secondary,no,yes,no,cellular,apr,unknown,yes
services,married,secondary,no,no,no,cellular,oct,unknown,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,unknown,jun,unknown,yes
admin.,married,tertiary,no,no,yes,cellular,nov,failure,yes
retired,divorced,primary,no,no,no,cellular,oct,unknown,yes
self-employed,married,tertiary,no,no,no,cellular,jun,unknown,yes
admin.,single,secondary,no,yes,no,cellular,may,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,primary,no,yes,yes,cellular,may,failure,yes
self-employed,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,single,secondary,no,yes,no,cellular,apr,unknown,yes
services,married,primary,no,yes,no,cellular,jul,unknown,yes
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,single,tertiary,no,yes,no,cellular,mar,unknown,yes
technician,single,tertiary,no,no,no,cellular,apr,unknown,yes
self-employed,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,single,tertiary,no,yes,no,unknown,jun,unknown,yes
blue-collar,single,tertiary,no,no,no,cellular,nov,success,yes
unknown,married,unknown,no,no,no,telephone,apr,unknown,yes
retired,married,secondary,no,no,no,cellular,sep,unknown,yes
admin.,married,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,success,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,yes,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,no,cellular,nov,success,yes
management,married,tertiary,no,no,no,cellular,nov,unknown,yes
admin.,divorced,secondary,no,yes,yes,cellular,feb,failure,yes
management,single,tertiary,no,yes,no,cellular,may,unknown,yes
services,married,secondary,no,yes,no,cellular,nov,failure,yes
technician,single,tertiary,no,no,no,cellular,apr,unknown,yes
admin.,married,secondary,no,no,no,cellular,mar,unknown,yes
management,single,tertiary,no,no,no,cellular,nov,success,yes
retired,divorced,secondary,no,no,no,cellular,oct,unknown,yes
services,single,tertiary,no,no,no,cellular,jul,unknown,yes
unemployed,married,secondary,no,no,no,cellular,jun,unknown,yes
management,married,primary,no,no,no,cellular,jun,unknown,yes
management,divorced,tertiary,no,yes,no,cellular,aug,unknown,yes
unemployed,single,tertiary,no,no,no,cellular,feb,unknown,yes
blue-collar,single,secondary,no,no,no,cellular,jun,unknown,yes
services,married,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,single,secondary,no,no,no,cellular,aug,failure,yes
entrepreneur,married,primary,no,yes,no,unknown,oct,unknown,yes
services,single,tertiary,no,no,no,cellular,oct,unknown,yes
services,married,secondary,no,yes,yes,cellular,nov,unknown,yes
unemployed,married,primary,no,no,no,cellular,nov,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
services,married,secondary,no,yes,yes,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,may,failure,yes
blue-collar,married,primary,no,no,no,cellular,jan,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,unknown,jun,unknown,yes
technician,divorced,secondary,no,yes,yes,cellular,may,unknown,yes
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,yes
management,married,unknown,no,yes,no,cellular,oct,other,yes
retired,married,secondary,no,no,no,telephone,feb,unknown,yes
technician,single,secondary,no,yes,no,cellular,may,unknown,yes
unemployed,divorced,secondary,no,no,no,cellular,apr,unknown,yes
technician,single,tertiary,no,no,no,cellular,apr,unknown,yes
self-employed,single,tertiary,no,no,no,cellular,jul,success,yes
unemployed,married,secondary,no,no,no,cellular,may,failure,yes
retired,married,primary,no,no,no,cellular,jan,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,sep,success,yes
retired,married,primary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,jun,success,yes
housemaid,single,tertiary,no,no,no,cellular,aug,success,yes
blue-collar,married,secondary,no,yes,no,cellular,may,success,yes
technician,married,secondary,no,no,yes,cellular,feb,unknown,yes
self-employed,married,tertiary,no,yes,yes,cellular,nov,failure,yes
management,single,secondary,no,yes,no,cellular,may,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,aug,success,yes
unemployed,married,tertiary,no,no,no,cellular,jul,failure,yes
unemployed,single,tertiary,no,no,no,cellular,mar,success,yes
unemployed,married,primary,no,yes,no,cellular,jul,success,yes
technician,married,secondary,no,no,no,telephone,jul,failure,yes
self-employed,single,tertiary,no,no,no,telephone,jun,unknown,yes
management,single,tertiary,no,yes,no,cellular,nov,unknown,yes
unemployed,married,secondary,no,yes,no,unknown,jan,unknown,yes
retired,divorced,secondary,no,no,no,cellular,may,success,yes
admin.,married,secondary,no,yes,no,cellular,jun,other,yes
admin.,divorced,secondary,no,yes,no,cellular,mar,other,yes
management,married,tertiary,no,no,no,cellular,feb,failure,yes
technician,single,tertiary,no,yes,no,cellular,may,failure,yes
blue-collar,married,primary,no,no,no,cellular,aug,unknown,yes
management,married,unknown,no,no,no,cellular,may,unknown,yes
management,single,tertiary,no,no,no,cellular,jun,failure,yes
student,single,secondary,no,no,no,cellular,feb,unknown,yes
services,married,secondary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,single,tertiary,no,no,no,cellular,apr,failure,yes
retired,divorced,primary,no,no,no,cellular,mar,success,yes
management,married,tertiary,no,no,no,cellular,sep,success,yes
technician,divorced,tertiary,no,yes,no,cellular,mar,unknown,yes
housemaid,married,secondary,no,no,no,cellular,nov,unknown,yes
services,single,unknown,no,no,no,cellular,jul,unknown,yes
student,single,unknown,no,no,no,cellular,apr,unknown,yes
student,single,secondary,no,no,no,cellular,apr,unknown,yes
services,divorced,primary,no,yes,no,cellular,may,success,yes
technician,single,tertiary,no,no,no,unknown,jun,unknown,yes
technician,single,tertiary,no,yes,no,cellular,nov,unknown,yes
student,single,tertiary,no,no,no,cellular,apr,unknown,yes
self-employed,single,tertiary,no,no,no,cellular,apr,unknown,yes
technician,single,secondary,no,no,no,cellular,apr,unknown,yes
retired,married,tertiary,no,no,no,cellular,mar,unknown,yes
entrepreneur,married,secondary,no,yes,yes,cellular,may,unknown,yes
admin.,married,secondary,no,yes,no,cellular,apr,success,yes
management,married,primary,no,yes,no,cellular,nov,success,yes
retired,single,tertiary,no,no,no,cellular,jan,success,yes
management,married,tertiary,no,no,no,cellular,feb,unknown,yes
management,divorced,tertiary,no,no,no,cellular,nov,unknown,yes
retired,married,secondary,no,no,no,cellular,feb,unknown,yes
management,single,tertiary,no,yes,no,cellular,may,unknown,yes
housemaid,married,primary,no,yes,no,telephone,jul,unknown,yes
services,married,primary,no,yes,no,cellular,may,unknown,yes
housemaid,married,secondary,no,no,yes,cellular,feb,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,feb,unknown,yes
admin.,married,secondary,no,no,no,cellular,feb,unknown,yes
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,sep,success,yes
technician,married,secondary,no,yes,no,cellular,dec,success,yes
blue-collar,single,primary,no,no,no,telephone,feb,unknown,yes
self-employed,single,unknown,no,no,no,unknown,may,unknown,yes
technician,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,mar,success,yes
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,yes
blue-collar,married,primary,no,yes,no,unknown,may,unknown,yes
unemployed,single,primary,no,no,no,cellular,nov,success,yes
management,single,tertiary,no,yes,yes,cellular,apr,unknown,yes
student,single,secondary,no,no,no,cellular,apr,unknown,yes
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,yes
admin.,divorced,secondary,no,yes,no,unknown,may,unknown,yes
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,yes
self-employed,single,tertiary,no,no,no,cellular,sep,success,yes
management,married,tertiary,no,no,no,cellular,apr,success,yes
management,married,tertiary,no,no,no,cellular,sep,unknown,yes
retired,married,tertiary,no,no,no,cellular,mar,unknown,yes
management,single,tertiary,no,no,no,cellular,sep,success,yes
management,married,primary,no,yes,no,cellular,nov,unknown,yes
blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,yes
services,single,secondary,no,yes,no,unknown,may,unknown,yes
technician,married,tertiary,no,yes,no,cellular,feb,failure,yes
technician,single,secondary,no,yes,no,cellular,nov,unknown,yes
blue-collar,married,unknown,no,yes,no,cellular,apr,unknown,yes
admin.,married,secondary,no,no,no,cellular,nov,unknown,yes
services,single,unknown,no,no,no,cellular,nov,unknown,yes
admin.,married,secondary,no,yes,no,cellular,may,other,yes
entrepreneur,married,primary,no,yes,no,unknown,may,unknown,yes
technician,single,secondary,no,yes,no,cellular,aug,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,yes
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,yes
housemaid,married,secondary,no,no,no,telephone,aug,failure,yes
admin.,single,secondary,no,no,no,cellular,nov,success,yes
admin.,married,secondary,no,yes,no,cellular,nov,unknown,yes
technician,married,unknown,no,no,no,cellular,jun,unknown,yes
technician,single,tertiary,no,no,no,cellular,may,unknown,yes
services,divorced,secondary,yes,no,yes,cellular,jul,unknown,yes
management,married,secondary,no,yes,no,cellular,aug,unknown,yes
technician,married,tertiary,no,yes,no,cellular,may,unknown,yes
management,single,tertiary,no,yes,no,cellular,apr,unknown,yes
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,yes
self-employed,single,tertiary,no,yes,yes,cellular,jan,unknown,yes
retired,married,primary,no,no,no,cellular,mar,failure,yes
entrepreneur,married,secondary,no,no,no,cellular,apr,unknown,yes
retired,divorced,primary,no,no,no,cellular,sep,success,yes
admin.,married,tertiary,no,no,no,cellular,mar,unknown,yes
management,single,tertiary,no,yes,yes,cellular,apr,failure,yes
student,single,secondary,no,no,no,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,no,cellular,mar,unknown,yes
services,divorced,secondary,no,yes,yes,unknown,jul,success,yes
services,single,secondary,no,yes,no,unknown,may,unknown,yes
admin.,single,secondary,no,yes,no,cellular,may,failure,yes
housemaid,married,tertiary,no,no,no,cellular,apr,unknown,yes
technician,married,tertiary,no,yes,no,cellular,nov,unknown,yes
technician,single,secondary,no,no,no,cellular,may,success,yes
student,single,unknown,no,no,no,cellular,mar,unknown,yes
management,married,secondary,no,yes,no,cellular,nov,unknown,yes
blue-collar,single,primary,no,yes,no,cellular,may,unknown,yes
services,single,secondary,no,no,no,telephone,oct,unknown,yes
management,married,tertiary,no,no,no,cellular,jun,success,yes
blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,yes
technician,single,tertiary,no,yes,no,cellular,may,success,yes
retired,divorced,tertiary,no,yes,no,unknown,jun,unknown,yes
technician,single,tertiary,no,no,no,cellular,apr,success,yes
admin.,divorced,secondary,no,no,no,cellular,jul,unknown,yes
services,divorced,secondary,no,no,no,unknown,jun,unknown,yes
student,single,secondary,no,no,no,cellular,jul,success,yes
technician,married,tertiary,no,no,no,cellular,oct,unknown,yes
technician,married,secondary,no,yes,no,cellular,feb,success,yes
management,married,tertiary,no,yes,yes,cellular,may,success,yes
technician,married,secondary,no,yes,no,cellular,aug,unknown,yes
retired,divorced,primary,no,no,no,telephone,oct,unknown,yes
technician,single,secondary,no,no,no,cellular,oct,unknown,yes
management,married,tertiary,no,no,no,telephone,nov,failure,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,single,secondary,no,yes,no,cellular,nov,unknown,yes
retired,married,secondary,no,no,no,cellular,may,failure,yes
self-employed,single,tertiary,no,no,no,cellular,nov,success,yes
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,yes
technician,divorced,secondary,no,no,no,unknown,jun,unknown,yes
management,married,tertiary,no,no,no,telephone,aug,success,yes
self-employed,single,tertiary,no,no,no,cellular,apr,unknown,yes
technician,married,unknown,no,no,no,cellular,jul,unknown,yes
services,married,secondary,no,no,no,cellular,jun,success,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,mar,success,yes
admin.,divorced,secondary,no,no,yes,telephone,nov,unknown,yes
services,married,unknown,no,no,no,cellular,jul,success,yes
admin.,divorced,secondary,no,no,no,cellular,mar,unknown,yes
management,single,tertiary,no,no,no,cellular,feb,unknown,yes
admin.,single,secondary,no,no,no,cellular,mar,unknown,yes
admin.,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,cellular,oct,failure,yes
self-employed,married,tertiary,no,no,no,cellular,nov,failure,yes
student,single,secondary,no,no,no,cellular,jul,other,yes
self-employed,single,secondary,no,no,yes,cellular,aug,other,yes
services,married,secondary,no,yes,no,cellular,may,unknown,yes
management,single,tertiary,no,no,no,cellular,jun,success,yes
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,yes
retired,married,secondary,no,yes,no,cellular,apr,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,married,secondary,no,no,yes,cellular,aug,success,yes
management,married,tertiary,no,no,no,cellular,aug,failure,yes
